class	supervoxel_id	root_id	side	type	entry_nerve	entry_side	long_tract	comment_KE	xyz
SA	73537812238442356	648518346490026458	R	DMT_DMetaN	DMetaN	R	DMT		(44976, 75201, 1401)
SA	73608180982601499	648518346480549633	R	DMT_DMetaN	DMetaN	R	DMT		(45176, 75201, 1410)
SA	73537812238598352	648518346477746327	R	DMT_DMetaN	DMetaN	R	DMT		(45017, 75201, 1415)
SA	73537812305094807	648518346517424170	R	DMT_DMetaN	DMetaN	R	DMT		(44988, 75201, 1426)
SA	73537812305095273	648518346486012030	R	DMT_DMetaN	DMetaN	R	DMT		(44915, 75201, 1429)
SA	73537812305319997	648518346472487627	R	DMT_DMetaN	DMetaN	R	DMT		(44895, 75201, 1436)
SA	73608181049448443	648518346501229197	R	DMT_DMetaN	DMetaN	R	DMT		(45190, 75201, 1429)
SA	73608181049497156	648518346507528825	R	DMT_DMetaN	DMetaN	R	DMT		(46178, 75200, 1446)
SA	73608181049509659	648518346515711562	R	DMT_DMetaN	DMetaN	R	DMT		(46191, 75200, 1456)
SA	73608181049531940	648518346491561534	R	DMT_DMetaN	DMetaN	R	DMT		(46182, 75200, 1464)
SA	73608181049539522	648518346511890544	R	DMT_DMetaN	DMetaN	R	DMT		(46093, 75200, 1472)
SA	73608181049514467	648518346467012334	R	DMT_DMetaN	DMetaN	R	DMT		(46028, 75200, 1459)
SA	73608181049497149	648518346486536580	R	DMT_DMetaN	DMetaN	R	DMT		(46031, 75200, 1450)
SA	73608181049478936	648518346479752342	R	DMT_DMetaN	DMetaN	R	DMT		(45944, 75200, 1439)
SA	73608181049521655	648518346481605821	R	DMT_DMetaN	DMetaN	R	DMT		(45888, 75200, 1461)
SA	73608181049549635	648518346494877106	R	DMT_DMetaN	DMetaN	R	DMT		(45988, 75200, 1471)
SA	73608181049569623	648518346459866628	R	DMT_DMetaN	DMetaN	R	DMT		(45901, 75200, 1476)
SA	73608181049593441	648518346480845533	R	DMT_DMetaN	DMetaN	R	DMT		(46078, 75200, 1487)
SA	73608181049583087	648518346467012590	R	DMT_DMetaN	DMetaN	R	DMT		(46187, 75200, 1482)
SA	73608181049616500	648518346479282620	R	DMT_DMetaN	DMetaN	R	DMT		(46153, 75200, 1499)
SA	73608181049641879	648518346494508309	R	DMT_DMetaN	DMetaN	R	DMT		(46227, 75200, 1505)
SA	73608181049668353	648518346486290336	R	DMT_DMetaN	DMetaN	R	DMT		(46243, 75200, 1516)
SA	73608181049675538	648518346515717370	R	DMT_DMetaN	DMetaN	R	DMT		(46131, 75200, 1521)
SA	73608181049654936	648518346501910345	R	DMT_DMetaN	DMetaN	R	DMT		(46118, 75200, 1508)
SA	73608181049618944	648518346500370236	R	DMT_DMetaN	DMetaN	R	DMT		(46082, 75200, 1500)
SA	73608181049600868	648518346506680610	R	DMT_DMetaN	DMetaN	R	DMT		(46000, 75200, 1495)
SA	73608181049649622	648518346467012846	R	DMT_DMetaN	DMetaN	R	DMT		(46013, 75200, 1506)
SA	73608181049675580	648518346496799540	R	DMT_DMetaN	DMetaN	R	DMT		(45946, 75200, 1520)
SA	73608181049647022	648518346486842595	R	DMT_DMetaN	DMetaN	R	DMT		(45913, 75200, 1508)
SA	73608181049668352	648518346492406467	R	DMT_DMetaN	DMetaN	R	DMT		(45870, 75200, 1517)
SA	73608181049678008	648518346501228941	R	DMT_DMetaN	DMetaN	R	DMT		(45866, 75200, 1523)
SA	73608181049675602	648518346489507948	R	DMT_DMetaN	DMetaN	R	DMT		(45810, 75200, 1520)
SA	73608181049701537	648518346486182546	R	DMT_DMetaN	DMetaN	R	DMT		(45843, 75200, 1527)
SA	73608181049701441	648518346480845277	R	DMT_DMetaN	DMetaN	R	DMT		(45888, 75200, 1531)
SA	73608181049690984	648518346481694623	R	DMT_DMetaN	DMetaN	R	DMT		(46062, 75200, 1529)
SA	73608181049678088	648518346497654631	R	DMT_DMetaN	DMetaN	R	DMT		(46057, 75200, 1518)
SA	73608181049707533	648518346486056864	R	DMT_DMetaN	DMetaN	R	DMT		(46229, 75200, 1530)
SA	73608181049484233	648518346493853809	R	DMT_DMetaN	DMetaN	R	DMT		(45377, 75200, 1441)
SA	73608181049460504	648518346515620346	R	DMT_DMetaN	DMetaN	R	DMT		(45439, 75200, 1437)
SA	73608181049465669	648518346467012078	R	DMT_DMetaN	DMetaN	R	DMT		(45579, 75200, 1437)
SA	73608181049427457	648518346486183266	R	DMT_DMetaN	DMetaN	R	DMT		(45678, 75200, 1427)
SA	73608181049476216	648518346490974755	R	DMT_DMetaN	DMetaN	R	DMT		(45793, 75200, 1445)
SA	73608181049489555	648518346479778710	R	DMT_DMetaN	DMetaN	R	DMT		(45742, 75200, 1452)
SA	73608181049497148	648518346514469575	R	DMT_DMetaN	DMetaN	R	DMT		(45627, 75200, 1450)
SA	73608181049484204	648518346465095541	R	DMT_DMetaN	DMetaN	R	DMT		(45475, 75200, 1444)
SA	73608181049509724	648518346481266533	R	DMT_DMetaN	DMetaN	R	DMT		(45448, 75200, 1455)
SA	73608181049473485	648518346486536836	R	DMT_DMetaN	DMetaN	R	DMT		(45276, 75200, 1446)
SA	73608181049465673	648518346496174909	R	DMT_DMetaN	DMetaN	R	DMT		(45105, 75200, 1442)
SA	73608181049489524	648518346479368402	R	DMT_DMetaN	DMetaN	R	DMT		(45061, 75200, 1447)
SA	73537812305341506	648518346481326437	R	DMT_DMetaN	DMetaN	R	DMT		(45000, 75200, 1450)
SA	73537812305364547	648518346491696145	R	DMT_DMetaN	DMetaN	R	DMT		(44933, 75200, 1458)
SA	73608181049529446	648518346500370748	R	DMT_DMetaN	DMetaN	R	DMT		(45084, 75200, 1461)
SA	73608181049489535	648518346494139387	R	DMT_DMetaN	DMetaN	R	DMT		(45151, 75200, 1453)
SA	73608181049519250	648518346487882263	R	DMT_DMetaN	DMetaN	R	DMT		(45270, 75200, 1460)
SA	73608181049537029	648518346499667781	R	DMT_DMetaN	DMetaN	R	DMT		(45464, 75200, 1465)
SA	73608181049557316	648518346491009912	R	DMT_DMetaN	DMetaN	R	DMT		(45402, 75200, 1473)
SA	73608181049562267	648518346480997632	R	DMT_DMetaN	DMetaN	R	DMT		(45262, 75200, 1474)
SA	73608181049549663	648518346491542214	R	DMT_DMetaN	DMetaN	R	DMT		(45191, 75200, 1471)
SA	73608181049583079	648518346497060268	R	DMT_DMetaN	DMetaN	R	DMT		(45356, 75200, 1485)
SA	73608181049616533	648518346480796893	R	DMT_DMetaN	DMetaN	R	DMT		(45454, 75200, 1498)
SA	73608181049591006	648518346481482689	R	DMT_DMetaN	DMetaN	R	DMT		(45548, 75200, 1488)
SA	73608181049572275	648518346526244055	R	DMT_DMetaN	DMetaN	R	DMT		(45573, 75200, 1478)
SA	73608181049539494	648518346509149050	R	DMT_DMetaN	DMetaN	R	DMT		(45606, 75200, 1469)
SA	73608181049537012	648518346496808164	R	DMT_DMetaN	DMetaN	R	DMT		(45688, 75200, 1465)
SA	73608181049516883	648518346496353399	R	DMT_DMetaN	DMetaN	R	DMT		(45614, 75200, 1459)
SA	73608181049516855	648518346486843363	R	DMT_DMetaN	DMetaN	R	DMT		(45690, 75200, 1459)
SA	73608181049526850	648518346487636650	R	DMT_DMetaN	DMetaN	R	DMT		(45773, 75200, 1462)
SA	73608181049549638	648518346487490474	R	DMT_DMetaN	DMetaN	R	DMT		(45722, 75200, 1470)
SA	73608181049572291	648518346487239571	R	DMT_DMetaN	DMetaN	R	DMT		(45751, 75200, 1479)
SA	73608181049613958	648518346487931728	R	DMT_DMetaN	DMetaN	R	DMT		(45775, 75200, 1493)
SA	73608181049572314	648518346495388239	R	DMT_DMetaN	DMetaN	R	DMT		(45656, 75200, 1483)
SA	73608181049507305	648518346485931912	R	DMT_DMetaN	DMetaN	R	DMT		(45621, 75200, 1454)
SA	73537812305341526	648518346496017610	R	DMT_DMetaN	DMetaN	R	DMT		(44808, 75200, 1448)
SA	73537812305392160	648518346493803256	R	DMT_DMetaN	DMetaN	R	DMT		(44987, 75200, 1466)
SA	73537812305404585	648518346479019215	R	DMT_DMetaN	DMetaN	R	DMT		(44948, 75200, 1475)
SA	73608181049559782	648518346496744749	R	DMT_DMetaN	DMetaN	R	DMT		(45104, 75200, 1478)
SA	73608181049569587	648518346509945382	R	DMT_DMetaN	DMetaN	R	DMT		(45237, 75200, 1484)
SA	73608181049623744	648518346479492288	R	DMT_DMetaN	DMetaN	R	DMT		(45246, 75200, 1497)
SA	73608181049598384	648518346488091216	R	DMT_DMetaN	DMetaN	R	DMT		(45108, 75200, 1493)
SA	73537812305443690	648518346489955546	R	DMT_DMetaN	DMetaN	R	DMT		(44997, 75200, 1488)
SA	73537812305441296	648518346487439507	R	DMT_DMetaN	DMetaN	R	DMT		(44870, 75200, 1485)
SA	73537812305413465	648518346483310500	R	DMT_DMetaN	DMetaN	R	DMT		(44872, 75200, 1479)
SA	73537812305472372	648518346490166711	R	DMT_DMetaN	DMetaN	R	DMT		(44896, 75200, 1497)
SA	73537812305508342	648518346483343948	R	DMT_DMetaN	DMetaN	R	DMT		(44745, 75200, 1514)
SA	73537812305477242	648518346501911113	R	DMT_DMetaN	DMetaN	R	DMT		(44837, 75200, 1506)
SA	73537812305466949	648518346480850909	R	DMT_DMetaN	DMetaN	R	DMT		(45011, 75200, 1507)
SA	73608181049641888	648518346501911369	R	DMT_DMetaN	DMetaN	R	DMT		(45090, 75200, 1508)
SA	73608181049636641	648518346486289568	R	DMT_DMetaN	DMetaN	R	DMT		(45148, 75200, 1504)
SA	73608181049639297	648518346484214055	R	DMT_DMetaN	DMetaN	R	DMT		(45224, 75200, 1506)
SA	73608181049678054	648518346488920042	R	DMT_DMetaN	DMetaN	R	DMT		(45643, 75200, 1519)
SA	73608181049663162	648518346497230360	R	DMT_DMetaN	DMetaN	R	DMT		(45629, 75200, 1506)
SA	73608181049670717	648518346480213670	R	DMT_DMetaN	DMetaN	R	DMT		(45715, 75200, 1513)
SA	73608181049665687	648518346499941955	R	DMT_DMetaN	DMetaN	R	DMT		(45711, 75200, 1522)
SA	73608181049718377	648518346486535089	R	DMT_DMetaN	DMetaN	R	DMT		(45597, 75200, 1532)
SA	73608181049718365	648518346487858206	R	DMT_DMetaN	DMetaN	R	DMT		(45725, 75200, 1538)
SA	73608181116382738	648518346512027583	R	DMT_DMetaN	DMetaN	R	DMT		(45684, 75200, 1548)
SA	73608181049735082	648518346477746583	R	DMT_DMetaN	DMetaN	R	DMT		(45620, 75200, 1545)
SA	73608181049735468	648518346490863021	R	DMT_DMetaN	DMetaN	R	DMT		(45473, 75200, 1541)
SA	73608181049707591	648518346517386538	R	DMT_DMetaN	DMetaN	R	DMT		(45476, 75200, 1530)
SA	73608181049673057	648518346467011822	R	DMT_DMetaN	DMetaN	R	DMT		(45498, 75200, 1517)
SA	73608181049660456	648518346526245847	R	DMT_DMetaN	DMetaN	R	DMT		(45336, 75200, 1505)
SA	73608181049680566	648518346512182062	R	DMT_DMetaN	DMetaN	R	DMT		(45260, 75200, 1517)
SA	73608181049675525	648518346488925162	R	DMT_DMetaN	DMetaN	R	DMT		(45375, 75200, 1519)
SA	73608181049744584	648518346496713218	R	DMT_DMetaN	DMetaN	R	DMT		(45348, 75200, 1529)
SA	73608181049710828	648518346491007523	R	DMT_DMetaN	DMetaN	R	DMT		(45205, 75200, 1533)
SA	73608181049675533	648518346483345828	R	DMT_DMetaN	DMetaN	R	DMT		(45154, 75200, 1524)
SA	73608181049654946	648518346486596761	R	DMT_DMetaN	DMetaN	R	DMT		(45063, 75200, 1515)
SA	73608181049657777	648518346496022730	R	DMT_DMetaN	DMetaN	R	DMT		(45154, 75200, 1512)
SA	73537812305524824	648518346517462058	R	DMT_DMetaN	DMetaN	R	DMT		(44994, 75200, 1517)
SA	73537812305503455	648518346480213414	R	DMT_DMetaN	DMetaN	R	DMT		(44925, 75200, 1511)
SA	73537812305522281	648518346503723681	R	DMT_DMetaN	DMetaN	R	DMT		(44891, 75200, 1519)
SA	73537812305524771	648518346514242014	R	DMT_DMetaN	DMetaN	R	DMT		(44749, 75200, 1528)
SA	73537812305557028	648518346496353655	R	DMT_DMetaN	DMetaN	R	DMT		(44741, 75200, 1538)
SA	73537812305538757	648518346495972157	R	DMT_DMetaN	DMetaN	R	DMT		(44829, 75200, 1534)
SA	73537812305535799	648518346494084363	R	DMT_DMetaN	DMetaN	R	DMT		(44944, 75200, 1529)
SA	73537812305538725	648518346484718925	R	DMT_DMetaN	DMetaN	R	DMT		(44906, 75200, 1537)
SA	73537812305741799	648518346496662068	R	DMT_DMetaN	DMetaN	R	DMT		(44802, 75200, 1545)
SA	73537812372394654	648518346489760204	R	DMT_DMetaN	DMetaN	R	DMT		(44773, 75200, 1558)
SA	73537812372266365	648518346492296575	R	DMT_DMetaN	DMetaN	R	DMT		(44876, 75200, 1549)
SA	73537812372266910	648518346489566412	R	DMT_DMetaN	DMetaN	R	DMT		(44976, 75200, 1551)
SA	73537812372379540	648518346474334658	R	DMT_DMetaN	DMetaN	R	DMT		(44913, 75200, 1557)
SA	73537812372408790	648518346475194977	R	DMT_DMetaN	DMetaN	R	DMT		(44932, 75200, 1564)
SA	73537812372375134	648518346494848178	R	DMT_DMetaN	DMetaN	R	DMT		(44982, 75200, 1558)
SA	73608181116461465	648518346476923408	R	DMT_DMetaN	DMetaN	R	DMT		(45064, 75200, 1553)
SA	73608181049774141	648518346499502055	R	DMT_DMetaN	DMetaN	R	DMT		(45140, 75200, 1542)
SA	73608181049696000	648518346489678461	R	DMT_DMetaN	DMetaN	R	DMT		(45064, 75200, 1536)
SA	73608181049728408	648518346511124866	R	DMT_DMetaN	DMetaN	R	DMT		(45254, 75200, 1545)
SA	73608181116530694	648518346475250488	R	DMT_DMetaN	DMetaN	R	DMT		(45388, 75200, 1553)
SA	73608181116553960	648518346495239862	R	DMT_DMetaN	DMetaN	R	DMT		(45298, 75200, 1559)
SA	73608181116572650	648518346492355523	R	DMT_DMetaN	DMetaN	R	DMT		(45186, 75200, 1561)
SA	73608181116575047	648518346507503481	R	DMT_DMetaN	DMetaN	R	DMT		(45131, 75200, 1567)
SA	73608181116586793	648518346488647352	R	DMT_DMetaN	DMetaN	R	DMT		(45075, 75200, 1572)
SA	73608181116596505	648518346495304374	R	DMT_DMetaN	DMetaN	R	DMT		(45169, 75200, 1578)
SA	73608181116584503	648518346486774780	R	DMT_DMetaN	DMetaN	R	DMT		(45286, 75200, 1573)
SA	73608181116606909	648518346476641910	R	DMT_DMetaN	DMetaN	R	DMT		(45283, 75200, 1578)
SA	73608181116567448	648518346514429639	R	DMT_DMetaN	DMetaN	R	DMT		(45260, 75200, 1566)
SA	73608181116559877	648518346491442961	R	DMT_DMetaN	DMetaN	R	DMT		(45351, 75200, 1563)
SA	73608181116674161	648518346489497285	R	DMT_DMetaN	DMetaN	R	DMT		(45474, 75200, 1605)
SA	73608181116696760	648518346494011403	R	DMT_DMetaN	DMetaN	R	DMT		(45348, 75200, 1615)
SA	73608181116668967	648518346488920298	R	DMT_DMetaN	DMetaN	R	DMT		(45365, 75200, 1606)
SA	73608181116658233	648518346495793296	R	DMT_DMetaN	DMetaN	R	DMT		(45418, 75200, 1599)
SA	73608181116615292	648518346503856801	R	DMT_DMetaN	DMetaN	R	DMT		(45344, 75200, 1582)
SA	73608181116625953	648518346485980562	R	DMT_DMetaN	DMetaN	R	DMT		(45331, 75200, 1589)
SA	73608181116623269	648518346495793552	R	DMT_DMetaN	DMetaN	R	DMT		(45294, 75200, 1589)
SA	73608181116615383	648518346495854694	R	DMT_DMetaN	DMetaN	R	DMT		(45221, 75200, 1583)
SA	73608181116645379	648518346497244289	R	DMT_DMetaN	DMetaN	R	DMT		(45070, 75200, 1590)
SA	73608181116633947	648518346479756694	R	DMT_DMetaN	DMetaN	R	DMT		(45214, 75200, 1595)
SA	73608181116676687	648518346517463332	R	DMT_DMetaN	DMetaN	R	DMT		(45113, 75200, 1606)
SA	73537812372507340	648518346477746839	R	DMT_DMetaN	DMetaN	R	DMT		(44940, 75200, 1606)
SA	73537812372535514	648518346504647302	R	DMT_ADMN	ADMN	R	DMT		(44910, 75200, 1616)
SA	73537812372521026	648518346504923270	R	DMT_ADMN	ADMN	R	DMT		(44997, 75200, 1615)
SA	73608181116701771	648518346510855554	R	DMT_DMetaN	DMetaN	R	DMT		(45126, 75200, 1617)
SA	73608181116699201	648518346499487070	R	DMT_DMetaN	DMetaN	R	DMT		(45178, 75200, 1618)
SA	73608181116686625	648518346494625079	R	DMT_DMetaN	DMetaN	R	DMT		(45240, 75200, 1612)
SA	73608181116663625	648518346497313304	R	DMT_DMetaN	DMetaN	R	DMT		(45255, 75200, 1603)
SA	73608181116674259	648518346488821489	R	DMT_DMetaN	DMetaN	R	DMT		(45298, 75200, 1597)
SA	73608181116711894	648518346511929023	R	DMT_DMetaN	DMetaN	R	DMT		(45274, 75200, 1619)
SA	73537812372505028	648518346476853704	R	DMT_DMetaN	DMetaN	R	DMT		(44814, 75200, 1603)
SA	73537812372514180	648518346487673044	R	DMT_DMetaN	DMetaN	R	DMT		(44818, 75200, 1610)
SA	73537812372523513	648518346486646937	R	DMT_DMetaN	DMetaN	R	DMT		(44855, 75200, 1613)
SA	73537812372480437	648518346504295148	R	DMT_DMetaN	DMetaN	R	DMT		(44801, 75200, 1597)
SA	73537812372470247	648518346491098145	R	DMT_DMetaN	DMetaN	R	DMT		(44809, 75200, 1588)
SA	73537812372450334	648518346486173832	R	DMT_DMetaN	DMetaN	R	DMT		(44829, 75200, 1582)
SA	73537812372423509	648518346491875951	R	DMT_DMetaN	DMetaN	R	DMT		(44956, 75200, 1574)
SA	73537812372443109	648518346492175148	R	DMT_DMetaN	DMetaN	R	DMT		(45043, 75200, 1579)
SA	73537812372457574	648518346490048986	R	DMT_DMetaN	DMetaN	R	DMT		(44935, 75200, 1584)
SA	73537812372462666	648518346499263323	R	DMT_DMetaN	DMetaN	R	DMT		(44870, 75200, 1590)
SA	73537812372490181	648518346491561022	R	DMT_DMetaN	DMetaN	R	DMT		(44881, 75200, 1598)
SA	73537812372539974	648518346482823465	R	DMT_ADMN	ADMN	R	DMT		(44639, 75200, 1617)
SA	73537812372530615	648518346467310855	R	DMT_ADMN	ADMN	R	DMT		(44781, 75200, 1620)
SA	73537812372551620	648518346486006114	R	DMT_ADMN	ADMN	R	DMT		(44898, 75200, 1623)
SA	73537812372411265	648518346480012710	R	DMT_DMetaN	DMetaN	R	DMT		(44684, 75200, 1567)
SA	73537812372416035	648518346499058241	R	DMT_DMetaN	DMetaN	R	DMT		(44790, 75200, 1567)
SA	73537812372554080	648518346498394096	R	DMT_ADMN	ADMN	R	DMT		(44604, 75200, 1628)
SA	73537812372544665	648518346510843522	R	DMT_ADMN	ADMN	R	DMT		(44716, 75200, 1628)
SA	73537812372571016	648518346494550261	R	DMT_ADMN	ADMN	R	DMT		(44991, 75200, 1633)
SA	73608181183723020	648518346503848097	R	DMT_ADMN	ADMN	R	DMT		(45161, 75200, 1691)
SA	73608181116899989	648518346478337652	R	DMT_ADMN	ADMN	R	DMT		(45238, 75200, 1673)
SA	73608181117032708	648518346487834910	R	DMT_ADMN	ADMN	R	DMT		(45178, 75200, 1668)
SA	73537812372578414	648518346503847886	R	DMT_ADMN	ADMN	R	DMT		(45038, 75200, 1647)
SA	73537812372646914	648518346517164842	R	DMT_ADMN	ADMN	R	DMT		(45021, 75200, 1661)
SA	73537812372625577	648518346495894891	R	DMT_ADMN	ADMN	R	DMT		(44856, 75200, 1660)
SA	73537812372680247	648518346496082295	R	DMT_ADMN	ADMN	R	DMT		(45013, 75200, 1673)
SA	73608181183665145	648518346492971328	R	DMT_ADMN	ADMN	R	DMT		(45098, 75200, 1678)
SA	73537812439307937	648518346499871494	R	DMT_ADMN	ADMN	R	DMT		(45018, 75200, 1681)
SA	73608181183665083	648518346489555287	R	DMT_ADMN	ADMN	R	DMT		(45080, 75200, 1687)
SA	73537812439488718	648518346475107681	R	DMT_ADMN	ADMN	R	DMT		(45051, 75200, 1699)
SA	73537812439311342	648518346490988833	R	DMT_ADMN	ADMN	R	DMT		(44902, 75200, 1676)
SA	73537812439460507	648518346506839966	R	DMT_ADMN	ADMN	R	DMT		(44901, 75200, 1684)
SA	73537812439488721	648518346524078341	R	DMT_ADMN	ADMN	R	DMT		(44961, 75200, 1688)
